"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","3.5 kg","","","Zambia","Zambezi River, 1998"
"2","unsexed","3.6 kg","","","Zambia","Zambezi River, 2007"
