"","Loo (cm)","Length Type","K (1/y)","to(years)","Sex","M (1/y)","Temp&deg;&nbsp;C","Lm","&Oslash;'","Country","Locality","Questionable","Captive"
"1","32.1","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=272&pref=89782&sex=male&loo=32.10000&k=0.61400&id2=258&genusname=Esox&speciesname=lucius&gm_loo=90.398985732551&gm_lm=37.584931855233&gm_m=0.35911321653943&gm_k=0.17331010230967&vautoctr=10658&gm_lm_rl=0.44361223144434"">0.61</a>","-0.20","M","","","","2.80","Italy","Venetian region (11°070 E; 48°500 N; Vicenza district), stream 1","Yes","No"
"2","34.2","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=272&pref=89782&sex=male&loo=34.20000&k=0.66460&id2=258&genusname=Esox&speciesname=lucius&gm_loo=90.398985732551&gm_lm=37.584931855233&gm_m=0.35911321653943&gm_k=0.17331010230967&vautoctr=10660&gm_lm_rl=0.44361223144434"">0.66</a>","-0.08","M","","","","2.89","Italy","Venetian region (11°070 E; 48°500 N; Vicenza district), stream 2","Yes","No"
"3","35.3","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=272&pref=89782&sex=female&loo=35.30000&k=0.53200&id2=258&genusname=Esox&speciesname=lucius&gm_loo=90.398985732551&gm_lm=37.584931855233&gm_m=0.35911321653943&gm_k=0.17331010230967&vautoctr=10657&gm_lm_rl=0.44361223144434"">0.53</a>","-0.18","F","","","","2.82","Italy","Venetian region (11°070 E; 48°500 N; Vicenza district), stream 1","Yes","No"
"4","48.9","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=272&pref=6341&sex=male&loo=48.90000&k=0.27000&id2=258&genusname=Esox&speciesname=lucius&gm_loo=90.398985732551&gm_lm=37.584931855233&gm_m=0.35911321653943&gm_k=0.17331010230967&vautoctr=1256&gm_lm_rl=0.44361223144434"">0.27</a>","0.17","M","","","","2.81","Finland","Lake Kallavesi, Jälä Basin","No","No"
"5","54.3","SL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=272&pref=40481&sex=unsexed&loo=54.30000&k=0.25000&id2=258&genusname=Esox&speciesname=lucius&gm_loo=90.398985732551&gm_lm=37.584931855233&gm_m=0.35911321653943&gm_k=0.17331010230967&vautoctr=10656&gm_lm_rl=0.44361223144434"">0.25</a>","","","","","","2.87","Poland","Upper Warta","No","No"
"6","57.2","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=272&pref=6341&sex=male&loo=57.20000&k=0.24000&id2=258&genusname=Esox&speciesname=lucius&gm_loo=90.398985732551&gm_lm=37.584931855233&gm_m=0.35911321653943&gm_k=0.17331010230967&vautoctr=1257&gm_lm_rl=0.44361223144434"">0.24</a>","-0.09","M","","","","2.90","Finland","Lake Kallavesi, Melavesi Basin","No","No"
"7","58.5","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=272&pref=6341&sex=male&loo=58.50000&k=0.22000&id2=258&genusname=Esox&speciesname=lucius&gm_loo=90.398985732551&gm_lm=37.584931855233&gm_m=0.35911321653943&gm_k=0.17331010230967&vautoctr=1258&gm_lm_rl=0.44361223144434"">0.22</a>","-0.29","M","","","","2.88","Finland","Lake Kallavesi, Pohjois-Kallavesi Basin","No","No"
"8","59.7","","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=272&pref=89784&sex=unsexed&loo=59.70000&k=0.16500&id2=258&genusname=Esox&speciesname=lucius&gm_loo=90.398985732551&gm_lm=37.584931855233&gm_m=0.35911321653943&gm_k=0.17331010230967&vautoctr=10665&gm_lm_rl=0.44361223144434"">0.17</a>","-0.27","","","","","2.77","Poland","Ner River","No","No"
"9","61.6","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=272&pref=4843&sex=male&loo=61.60000&k=0.30000&id2=258&genusname=Esox&speciesname=lucius&gm_loo=90.398985732551&gm_lm=37.584931855233&gm_m=0.35911321653943&gm_k=0.17331010230967&vautoctr=1247&gm_lm_rl=0.44361223144434"">0.30</a>","-1.21","M","0.46","9.0","38.0","3.06","UK Scotland","Loch Davan","No","No"
"10","61.6","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=272&pref=6341&sex=male&loo=61.60000&k=0.20000&id2=258&genusname=Esox&speciesname=lucius&gm_loo=90.398985732551&gm_lm=37.584931855233&gm_m=0.35911321653943&gm_k=0.17331010230967&vautoctr=1259&gm_lm_rl=0.44361223144434"">0.20</a>","-0.45","M","","","","2.88","Finland","Lake Kallavesi, Etelä-Kallavesi Basin","No","No"
