"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","6.8","","USA","Steeles Run, Elkhorn Creek, Kentucky"
"2","unsexed","","7.4","","USA","Tennessee"
