"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","female","","","22","Japan","northern Honshu"
"2","unsexed","","36.4","","China","Not specified"
"3","unsexed","4.4 kg","62","15","Russia","Pacific off the Kuril Islands and Kamchatka"
