"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","35","","Mauritania","20°N West Africa, 120 m"
"2","unsexed","","36","","Egypt","Eastern Mediterranean"
"3","mixed","","25","7","Greece","Euboikos Gulf, 1986-88"
"4","unsexed","","37","","Spain","Galicia and Cantábrico, 1991"
"5","unsexed","","","8","Mauritania","Kap Blank"
"6","unsexed","","","9","","North West coast of Africa "
