"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","7.5 kg","120","43","Canada","Nova Scotia"
"2","unsexed","4.6 kg","","","USA","Shetucket River, 1993"
