"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","11.0 kg","","31","","-"
"2","unsexed","","120","","South Africa","South Africa"
"3","male","","95","26","South Africa","Tsitsikamma and Bird Is., 1984-86"
