"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","female","","130","11","USA","Long Beach, California, 1988-91"
"2","female","","170","16","Mexico","southern Baja California"
"3","male","","119","11","USA","southern California"
