"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","10","","Global","Indo-Pacific & Caribbean including the Red Sea"
"2","unsexed","","6.8","","Wake I.","Wake Island, 1923"
