"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","mixed","","52","13","Azores Is.","Azores"
"2","unsexed","","63","69","USA","Charleston Bump (approx. 31°30?N, 79°W)), South Carolina, 2003-2008"
