"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","9","2.5","UK Engld Wal","Aberthaw Lagoon, Bristol Channel, 1986-87"
"2","unsexed","","14","","Iran","Caspian Sea"
"3","unsexed","","14.5","","","Caspian Sea "
"4","unsexed","","8.5","4","","Europe"
"5","unsexed","","12","","Greece","Lake Trichonis"
"6","mixed","","11","4","Greece","Lake Trichonis (1992-1993)"
"7","male","","8.7","3","Spain","Mar Menor lagoon, SE Iberian Peninsula"
"8","female","","9.4","3","Spain","Mar Menor lagoon, SE Iberian Peninsula, 1997-98"
