"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","3.9 t","914","","USA","Californian waters"
"2","unsexed","","1000","","Canada","Canadian Atlantic"
"3","unsexed","","970","","UK Engld Wal","English Channel"
"4","female","","743","","UK Scotland","Hebrides"
"5","unsexed","","980","","Global","Not specified."
"6","unsexed","2.5 t","700","","Spain","Pollensa, Majorca, 2001"
