"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","80","","Australia","Cape York Peninsula, Queensland between Daintree river and Cape Tribulation"
"2","unsexed","","92.5","","Sri Lanka","Not given"
"3","unsexed","","150","","Australia","Wet tropics"
