"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","102","","","Indian Ocean"
"2","unsexed","3.0 kg","80","","Japan","Japan"
"3","unsexed","10.7 kg","89","","Seychelles","Mahe, 1975"
"4","unsexed","","80","","South Africa","South Africa"
