"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","female","","40.1","","Nigeria","Lake Kainji"
"2","male","","36","","Nigeria","Lake Kainji"
"3","unsexed","","48","6","Nigeria","Lake Kainji"
