"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","","5","Canada","Lac la Ronge, Saskatchewan"
"2","female","","11.9","4","Canada","Mile 66 Brook, Ten Mile Lake, Western Labrador, 1975"
