"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","male","","26.5","","Dominican Rp","Juan Esteban, Barahona, 1988-89"
"2","unsexed","","","7","Panama","San Blas (southwestern Caribbean)"
