"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","19.1","","China","Not specified"
"2","female","","20","5","China","Yangtze Estuary (31°63'N, 121°51'E and 30°62'N, 122°12'E), 2006-2007"
