"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","female","","","22","USA","Rhode Island"
"2","male","","","34","USA","Rhode Island"
"3","female","7.4 kg","75","22","USA","Virginia coast"
"4","male","6.9 kg","76","25","USA","Virginia coast"
