"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","female","","18.33","","Indonesia","Lake Towuti; Lake Mahalona, 2006-07"
"2","male","","19.78","","Indonesia","Lake Towuti; Lake Mahalona, 2006-07"
