"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","female","","4","1","Australia","D`Entrecasteaux National Park, 1991-92"
"2","unsexed","","5","","Australia","south-western WA between Albany and Augusta, Bunburyand Perth (Ellen Brook)"
