"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","27","","Global","East Indies"
"2","unsexed","","32","","Egypt","Eastern Mediterranean"
"3","unsexed","","32","","Iran","Persian Gulf and Oman Sea"
"4","unsexed","","23.3","","Australia","Townsville"
