"","Loo (cm)","Length Type","K (1/y)","to(years)","Sex","M (1/y)","Temp&deg;&nbsp;C","Lm","&Oslash;'","Country","Locality","Questionable","Captive"
"1","42.3","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=1261&pref=54998&sex=female&loo=42.30000&k=0.13000&id2=1245&genusname=Prionotus&speciesname=punctatus&gm_loo=42.3&gm_lm=1&gm_m=1&gm_k=0.13&vautoctr=8494&gm_lm_rl=1"">0.13</a>","-0.39","F","","24.0","","2.37","Brazil","Santa Catarina","No","No"
