"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","3.6 kg","","","USA","Noxon Rapids Reservoir, 1991"
"2","unsexed","3.6 kg","","","USA","Snake River, 2004"
"3","unsexed","3.6 kg","","","USA","Snake River, 2008"
