"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","70.00 g","","6","","-"
"2","unsexed","","","6","Senegal","Dakar"
"3","unsexed","","","4","","Golf von Guinea"
