"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","","22","Canada","Newfoundland, Subarea 2 & Div. 3KL, 1966-68"
"2","unsexed","10.0 kg","120","","Russia","Northeastern Sea of Okhotsk/1954-1955"
"3","unsexed","18.0 kg","111","22","Russia","Northwestern Pacific/1991-2001"
"4","unsexed","12.0 kg","130","","USA","Southeastern Bering Sea/1957-1960"
