"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","female","1.3 kg","73.2","","UK Scotland","Hebrides Slope (July 1999)"
"2","male","1.3 kg","76.1","","UK","Lorien Bank (March 2000)"
