"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","1.9 kg","50","","Russia","Northern Sea of Japan/1931-1935"
"2","unsexed","","42","","Russia","Southwestern Sea of Japan/1931-1935"
"3","female","","35","10","Japan","western Aomori Prefecture, 1989-91"
"4","unsexed","","25.8","","China","Yellow Sea"
