"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","27.0 kg","","","Malaysia","Kenering Reservoir, unknown"
"2","unsexed","","45","","Nepal","Terai Rivers"
