"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","female","900.00 g","42","17","Russia","Kamchatka/1978-1983"
"2","male","500.00 g","36","13","Russia","Kamchatka/1978-1983"
