"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","28","","","Asia-Pacific Region"
"2","unsexed","","27","","Global","East Indies"
"3","unsexed","","16.2","10","Papua New Guinea","Lihir Island group (seamount), 1999-2002"
"4","unsexed","","28","","Global","Not specified."
