"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","female","","64","12","","Eastern Gulf of Mexico and South Florida "
"2","male","","82","21","","Eastern Gulf of Mexico and South Florida "
"3","male","","82.4","18","USA","eastern Gulf of Mexico, Nov 1995- April 2001"
"4","unsexed","","71.5","23","USA","eastern Gulf of Mexico, Nov 1995- April 2001"
"5","male","","62.2","11","USA","south Florida, Nov 1995- April 2001"
"6","unsexed","","59.2","13","USA","south Florida, Nov 1995- April 2001"
