"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","mixed","","87","6","Greece","Aegean Sea, 1986-89"
"2","male","","89","6","Greece","Aegean Sea, 1989-95"
"3","unsexed","40.0 kg","123","","Canary Is.","Canary Is."
"4","unsexed","42.2 kg","128","","Hawaii","Hawaii"
"5","male","","","14","","North Pacific"
"6","unsexed","40.0 kg","127","10","","not stated"
"7","unsexed","","119","","South Africa","South Africa"
"8","unsexed","","140","","South Africa","South Africa"
