"","Loo (cm)","Length Type","K (1/y)","to(years)","Sex","M (1/y)","Temp&deg;&nbsp;C","Lm","&Oslash;'","Country","Locality","Questionable","Captive"
"1","93.5","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=686&pref=43533&sex=male&loo=93.50000&k=0.13500&id2=670&genusname=Deania&speciesname=calcea&gm_loo=105.48222599092&gm_lm=94.472218138456&gm_m=1&gm_k=0.1019558728078&vautoctr=6760&gm_lm_rl=1"">0.14</a>","0.17","M","","11.0","85.0","3.07","Ireland","Rockall Trough & Porcupine Bank (1996-97; 1999)","No","No"
"2","119.0","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=686&pref=43533&sex=female&loo=119.00000&k=0.07700&id2=670&genusname=Deania&speciesname=calcea&gm_loo=105.48222599092&gm_lm=94.472218138456&gm_m=1&gm_k=0.1019558728078&vautoctr=6759&gm_lm_rl=1"">0.08</a>","-0.93","F","","11.0","105.0","3.04","Ireland","Rockall Trough & Porcupine Bank (1996-97; 1999)","No","No"
