"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","400.00 g","","","India","Godavari River, Karnataka"
"2","unsexed","","30","","India","Krishna River, Karnataka"
"3","unsexed","200.00 g","","","India","Maharashtra"
"4","unsexed","","17.5","","Nepal","None specified"
