"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","45.6","","China","Not specified"
"2","unsexed","60.0 kg","180","","","not specified "
"3","unsexed","72.5 kg","","","China","Stone Levee Reservoir, Anhui Province, 2004"
