"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","female","","","6","UK Engld Wal","English Channel"
"2","male","","","4","UK Engld Wal","English Channel"
"3","unsexed","","30","","Spain","Galicia and Cantábrico, 1993"
