"","Loo (cm)","Length Type","K (1/y)","to(years)","Sex","M (1/y)","Temp&deg;&nbsp;C","Lm","&Oslash;'","Country","Locality","Questionable","Captive"
"1","12.4","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=4954&pref=58482&sex=male&loo=12.40000&k=0.57700&id2=4730&genusname=Alburnus&speciesname=alburnus&gm_loo=17.876623858638&gm_lm=1&gm_m=0.17&gm_k=0.36319838902991&vautoctr=9246&gm_lm_rl=1"">0.58</a>","-0.15","M","","","","1.95","Greece","Lake Koronia (1986-1988)","No","No"
"2","15.3","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=4954&pref=58482&sex=female&loo=15.30000&k=0.36900&id2=4730&genusname=Alburnus&speciesname=alburnus&gm_loo=17.876623858638&gm_lm=1&gm_m=0.17&gm_k=0.36319838902991&vautoctr=9247&gm_lm_rl=1"">0.37</a>","-0.23","F","","","","1.94","Greece","Lake Koronia (1986-1988)","No","No"
"3","15.5","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=4954&pref=58482&sex=mixed&loo=15.50000&k=0.35200&id2=4730&genusname=Alburnus&speciesname=alburnus&gm_loo=17.876623858638&gm_lm=1&gm_m=0.17&gm_k=0.36319838902991&vautoctr=9248&gm_lm_rl=1"">0.35</a>","-0.28","","","","","1.93","Greece","Lake Koronia (1986-1988)","No","No"
"4","20.0","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=4954&pref=97210&sex=unsexed&loo=20.00000&k=0.52000&id2=4730&genusname=Alburnus&speciesname=alburnus&gm_loo=17.876623858638&gm_lm=1&gm_m=0.17&gm_k=0.36319838902991&vautoctr=21602&gm_lm_rl=1"">0.52</a>","-0.03","","0.17","","","2.32","Albania","Lake Shkrodra","No","No"
"5","21.1","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=4954&pref=50578&sex=unsexed&loo=21.10000&k=0.19000&id2=4730&genusname=Alburnus&speciesname=alburnus&gm_loo=17.876623858638&gm_lm=1&gm_m=0.17&gm_k=0.36319838902991&vautoctr=7401&gm_lm_rl=1"">0.19</a>","-0.90","","","","","1.93","UK","British Isles","No","No"
"6","26.3","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=4954&pref=41851&sex=unsexed&loo=26.30000&k=0.31000&id2=4730&genusname=Alburnus&speciesname=alburnus&gm_loo=17.876623858638&gm_lm=1&gm_m=0.17&gm_k=0.36319838902991&vautoctr=6623&gm_lm_rl=1"">0.31</a>","-0.47","","","","","2.33","Germany","Schleswig-Holstein","No","No"
