"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","16.5","","Global","East Indies"
"2","unsexed","","20","","Indonesia","Not specified."
"3","unsexed","","15","","Iran","Persian Gulf"
