"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","mixed","","18.5","6","Greece","Lake Mikri Prespa (1985)"
"2","mixed","","20.5","8","Greece","Lake Pamvotis (1983-1984)"
"3","female","","25.8","9","Greece","Lake Trichonis (1978-1979)"
"4","male","","18.8","7","Greece","Lake Trichonis (1978-1979)"
"5","unsexed","","18","","Italy","not specified"
