"","Loo (cm)","Length Type","K (1/y)","to(years)","Sex","M (1/y)","Temp&deg;&nbsp;C","Lm","&Oslash;'","Country","Locality","Questionable","Captive"
"1","35.5","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=398&pref=1449&sex=unsexed&loo=35.50000&k=0.61000&id2=384&genusname=Megalaspis&speciesname=cordyla&gm_loo=44.483059197853&gm_lm=25&gm_m=1&gm_k=0.60736777740487&vautoctr=1554&gm_lm_rl=1"">0.61</a>","","","","28.7","","2.89","Philippines","Ragay Gulf","No","No"
"2","38.5","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=398&pref=32969&sex=unsexed&loo=38.50000&k=0.54000&id2=384&genusname=Megalaspis&speciesname=cordyla&gm_loo=44.483059197853&gm_lm=25&gm_m=1&gm_k=0.60736777740487&vautoctr=5044&gm_lm_rl=1"">0.54</a>","","","","28.0","","2.90","Bangladesh","Bay of Bengal","No","No"
"3","39.4","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=398&pref=27802&sex=unsexed&loo=39.40000&k=0.60000&id2=384&genusname=Megalaspis&speciesname=cordyla&gm_loo=44.483059197853&gm_lm=25&gm_m=1&gm_k=0.60736777740487&vautoctr=7150&gm_lm_rl=1"">0.60</a>","","","","27.0","25.0","2.97","India","south-west coast","No","No"
"4","39.6","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=398&pref=94030&sex=unsexed&loo=39.60000&k=1.34000&id2=384&genusname=Megalaspis&speciesname=cordyla&gm_loo=44.483059197853&gm_lm=25&gm_m=1&gm_k=0.60736777740487&vautoctr=11665&gm_lm_rl=1"">1.34</a>","","","","29.5","","3.32","Thailand","Gulf of Thailand","Yes","No"
"5","41.0","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=398&pref=27802&sex=unsexed&loo=41.00000&k=0.52000&id2=384&genusname=Megalaspis&speciesname=cordyla&gm_loo=44.483059197853&gm_lm=25&gm_m=1&gm_k=0.60736777740487&vautoctr=7148&gm_lm_rl=1"">0.52</a>","","","","27.0","25.0","2.94","India","east coast","No","No"
"6","41.9","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=398&pref=4488&sex=unsexed&loo=41.90000&k=0.13100&id2=384&genusname=Megalaspis&speciesname=cordyla&gm_loo=44.483059197853&gm_lm=25&gm_m=1&gm_k=0.60736777740487&vautoctr=1556&gm_lm_rl=1"">0.13</a>","","","","27.0","","2.36","India","Vizhinjam","Yes","No"
"7","49.6","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=398&pref=94029&sex=unsexed&loo=49.60000&k=1.61000&id2=384&genusname=Megalaspis&speciesname=cordyla&gm_loo=44.483059197853&gm_lm=25&gm_m=1&gm_k=0.60736777740487&vautoctr=11663&gm_lm_rl=1"">1.61</a>","","","","29.4","","3.60","Thailand","Andaman  Sea Coast","Yes","No"
"8","52.5","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=398&pref=27802&sex=unsexed&loo=52.50000&k=0.80000&id2=384&genusname=Megalaspis&speciesname=cordyla&gm_loo=44.483059197853&gm_lm=25&gm_m=1&gm_k=0.60736777740487&vautoctr=7149&gm_lm_rl=1"">0.80</a>","","","","27.0","25.0","3.34","India","Northwest coast","No","No"
"9","53.0","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=398&pref=55968&sex=mixed&loo=53.00000&k=0.84000&id2=384&genusname=Megalaspis&speciesname=cordyla&gm_loo=44.483059197853&gm_lm=25&gm_m=1&gm_k=0.60736777740487&vautoctr=8561&gm_lm_rl=1"">0.84</a>","","","","","","3.37","India","Mumbai coast","No","No"
"10","60.0","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=398&pref=1475&sex=unsexed&loo=60.00000&k=0.35000&id2=384&genusname=Megalaspis&speciesname=cordyla&gm_loo=44.483059197853&gm_lm=25&gm_m=1&gm_k=0.60736777740487&vautoctr=1555&gm_lm_rl=1"">0.35</a>","","","","26.0","","3.10","Papua New Guinea","Wewak","No","No"
