"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","24.6","","China","Jiuzhixian Xunmucuo Lake, Qinghai Province"
"2","unsexed","","31.8","","China","Sunmuzuo Lake in Jiuzhi County, Qinghai Province"
