"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","","8","","-"
"2","unsexed","","52.1","","USA","North Carolina, 1979-81"
"3","unsexed","","25","","USA","northern Gulf of Mexico, 1985-95"
