"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","34.1","","India","Bombay, 1989-90"
"2","unsexed","","40","","Global","East Indies"
"3","mixed","","38.5","","India","Mumbai coast, 2000-03"
"4","unsexed","","45","","Global","Not specified."
