"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","6","","Global","Not specified."
"2","unsexed","","","0.3","Papua N Guin","Papua N Guin"
"3","unsexed","","7","","Solomon Is.","Santa Ysabel Island"
