"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","61","","USA","Central California "
"2","unsexed","","","48","Alaska","Gulf of Alaska, 1993-99"
"3","unsexed","","","50","Alaska","Kodiak Is., 1993"
"4","unsexed","","","50","USA","Northeast Pacific"
"5","female","","53","28","USA","off Oregon, 1995-98"
