"","Loo (cm)","Length Type","K (1/y)","to(years)","Sex","M (1/y)","Temp&deg;&nbsp;C","Lm","&Oslash;'","Country","Locality","Questionable","Captive"
"1","167.0","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=907&pref=34266&sex=male&loo=167.00000&k=0.11000&id2=891&genusname=Isogomphodon&speciesname=oxyrhynchus&gm_loo=168.49332330986&gm_lm=1&gm_m=1&gm_k=0.11392980294901&vautoctr=5241&gm_lm_rl=1"">0.11</a>","-2.61","M","","23.0","","3.49","Brazil","Turiaçú Bay to Tubarão Bay, 1984-87; 1990-91/1998","No","No"
"2","170.0","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=907&pref=34266&sex=female&loo=170.00000&k=0.11800&id2=891&genusname=Isogomphodon&speciesname=oxyrhynchus&gm_loo=168.49332330986&gm_lm=1&gm_m=1&gm_k=0.11392980294901&vautoctr=5239&gm_lm_rl=1"">0.12</a>","-2.42","F","","23.0","","3.53","Brazil","Turiaçú Bay to Tubarão Bay, 1984-87; 1990-91/1998","No","No"
