"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","260.0 kg","","","Argentina","Rio Parana, 2004"
"2","unsexed","208.0 kg","","","Argentina","Rio Parana, 2007"
