"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","3.5 kg","53","","Iraq","Iraqi marine waters, northwest Arabian Gulf."
"2","unsexed","5.2 kg","58","","Iran","Khuzestan coastal waters (29° 57´N, 48° 52´E), NW Persian Gulf"
