"","Loo (cm)","Length Type","K (1/y)","to(years)","Sex","M (1/y)","Temp&deg;&nbsp;C","Lm","&Oslash;'","Country","Locality","Questionable","Captive"
"1","46.1","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=13729&pref=43628&sex=male&loo=46.10000&k=0.73500&id2=13631&genusname=Labeo&speciesname=dussumieri&gm_loo=48.106340538436&gm_lm=1&gm_m=1&gm_k=0.73098905600563&vautoctr=6901&gm_lm_rl=1"">0.74</a>","-0.06","M","","","","3.19","India","Pampa river, central Kerala","Yes","No"
"2","50.2","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=13729&pref=43628&sex=female&loo=50.20000&k=0.72700&id2=13631&genusname=Labeo&speciesname=dussumieri&gm_loo=48.106340538436&gm_lm=1&gm_m=1&gm_k=0.73098905600563&vautoctr=6902&gm_lm_rl=1"">0.73</a>","-0.00","F","","","","3.26","India","Pampa river, central Kerala","Yes","No"
