"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","mixed","6.4 kg","116","36","Russia","Enisey river"
"2","unsexed","8.0 kg","","","Austria","Feistritzer Reservoir, 2002"
"3","unsexed","16.0 kg","125","","Russia","Not specified"
