"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","mixed","70.70 g","24.5","","Libya","Eastern coast of Libya/2006"
"2","unsexed","","33","","","Not specified."
"3","unsexed","","45","","Somalia","Not specified."
"4","unsexed","75.60 g","29","","Tunisia","Raftraf (northeastern Tunisia)"
