"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","female","","3.33","","Brazil","rio Ipojuca basin, Pernambuco State"
"2","male","","2.91","","Brazil","rio Ipojuca basin, Pernambuco State"
