"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","700.00 g","","11","","-"
"2","unsexed","","","12","USA","North Carolina-Dry Tortugas, Florida"
"3","unsexed","","60","","Global","Not specified."
