"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","15.0 kg","","","Thailand","Kwae River system, unknown"
"2","unsexed","","100","","Thailand","locality not specified"
"3","unsexed","20.0 kg","100","","India","not specified"
