"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","60","","Global","East Indies"
"2","unsexed","","60","","Indonesia","locality not specified"
"3","unsexed","","65","","Global","Not specified."
