"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","29","","Global","East Indies"
"2","unsexed","","35","","Indonesia","locality not specified"
"3","unsexed","","40","","Global","Not specified."
