"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","male","","46.3","","Australia","North-west of Shark Bay, Western Australia"
"2","female","","52","","Australia","South-west of Shark Bay, Western Australia"
