"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","25","","Malaysia","Bukit Merah Reservoir, 1979-80"
"2","unsexed","","30","","Myanmar","Salween to markets of  Tennasserrim basins in Myanmar throughout the mainland southeast Asia to Grea"
