"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","1.2 kg","35","","Russian Fed","SE Kamchatka and N Kuril Is., 1993-99"
"2","unsexed","","","12","Russian Fed","western Kamchatka shelf"
