"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","37.9","","China","Not specified"
"2","female","","","5","Korea (South)","Yosu, 2001"
"3","male","","","4","Korea (South)","Yosu, 2001"
