"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","female","","7.5","","Global","East Indies"
"2","female","","4","","Indonesia","Not specified."
"3","male","","5.1","","Indonesia","Not specified."
