"","Loo (cm)","Length Type","K (1/y)","to(years)","Sex","M (1/y)","Temp&deg;&nbsp;C","Lm","&Oslash;'","Country","Locality","Questionable","Captive"
"1","18.8","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=45843&pref=96724&sex=male&loo=18.80000&k=0.33000&id2=55343&genusname=Capoeta&speciesname=fusca&gm_loo=20.521208541409&gm_lm=1&gm_m=1&gm_k=0.32496153618544&vautoctr=21179&gm_lm_rl=1"">0.33</a>","-0.47","M","","17.5","","2.07","Iran","Shadmehr Qanat (35°14'35"" E; 59°32'13"" N), South Khorasan Province","No","No"
"2","22.4","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=45843&pref=96724&sex=female&loo=22.40000&k=0.32000&id2=55343&genusname=Capoeta&speciesname=fusca&gm_loo=20.521208541409&gm_lm=1&gm_m=1&gm_k=0.32496153618544&vautoctr=21180&gm_lm_rl=1"">0.32</a>","-0.33","F","","17.5","","2.21","Iran","Shadmehr Qanat (35°14'35"" E; 59°32'13"" N), South Khorasan Province","No","No"
